dataset,source_file,line_no,service,severity,raw_log
hdfs,hdfs_v1.zip/HDFS.log,1349,hdfs-datanode,INFO,081109 203537 155 INFO dfs.DataNode$DataXceiver: Receiving block blk_-67977319704233769 src: /10.250.9.207:58175 dest: /10.250.9.207:50010
hdfs,hdfs_v1.zip/HDFS.log,1350,hdfs-datanode,INFO,081109 203537 155 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6827329558602881823 src: /10.251.199.245:49183 dest: /10.251.199.245:50010
hdfs,hdfs_v1.zip/HDFS.log,1351,hdfs-datanode,INFO,081109 203537 155 INFO dfs.DataNode$DataXceiver: Receiving block blk_6986538622634403948 src: /10.250.10.100:54578 dest: /10.250.10.100:50010
hdfs,hdfs_v1.zip/HDFS.log,1352,hdfs-datanode,INFO,081109 203537 155 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7518315834509097389 src: /10.251.106.37:55782 dest: /10.251.106.37:50010
hdfs,hdfs_v1.zip/HDFS.log,1353,hdfs-datanode,INFO,081109 203537 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_-1121030458003600251 src: /10.251.37.240:46240 dest: /10.251.37.240:50010
hdfs,hdfs_v1.zip/HDFS.log,1354,hdfs-datanode,INFO,081109 203537 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_-1470784088028862059 src: /10.251.214.130:53985 dest: /10.251.214.130:50010
hdfs,hdfs_v1.zip/HDFS.log,1355,hdfs-datanode,INFO,081109 203537 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2900490557492272760 src: /10.250.14.143:38913 dest: /10.250.14.143:50010
hdfs,hdfs_v1.zip/HDFS.log,1356,hdfs-datanode,INFO,081109 203537 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3238412011236244640 src: /10.251.30.134:60080 dest: /10.251.30.134:50010
hdfs,hdfs_v1.zip/HDFS.log,1357,hdfs-datanode,INFO,081109 203537 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_4058804987355354315 src: /10.250.7.146:35569 dest: /10.250.7.146:50010
hdfs,hdfs_v1.zip/HDFS.log,1358,hdfs-datanode,INFO,081109 203537 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6035208985581955117 src: /10.251.109.209:46539 dest: /10.251.109.209:50010
hdfs,hdfs_v1.zip/HDFS.log,1359,hdfs-datanode,INFO,081109 203537 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_613065710451569222 src: /10.251.122.79:39684 dest: /10.251.122.79:50010
hdfs,hdfs_v1.zip/HDFS.log,1360,hdfs-datanode,INFO,081109 203537 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_6227055072516687391 src: /10.250.10.176:40695 dest: /10.250.10.176:50010
hdfs,hdfs_v1.zip/HDFS.log,1361,hdfs-datanode,INFO,081109 203537 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_6678472565712118087 src: /10.251.107.196:47828 dest: /10.251.107.196:50010
hdfs,hdfs_v1.zip/HDFS.log,1362,hdfs-datanode,INFO,081109 203537 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6827329558602881823 src: /10.251.90.81:43754 dest: /10.251.90.81:50010
hdfs,hdfs_v1.zip/HDFS.log,1363,hdfs-datanode,INFO,081109 203537 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_7573381576932599374 src: /10.251.105.189:37195 dest: /10.251.105.189:50010
hdfs,hdfs_v1.zip/HDFS.log,1364,hdfs-datanode,INFO,081109 203537 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7851573941192785283 src: /10.251.75.228:38940 dest: /10.251.75.228:50010
hdfs,hdfs_v1.zip/HDFS.log,1365,hdfs-datanode,INFO,081109 203537 157 INFO dfs.DataNode$DataXceiver: Receiving block blk_-1121030458003600251 src: /10.251.37.240:51793 dest: /10.251.37.240:50010
hdfs,hdfs_v1.zip/HDFS.log,1366,hdfs-datanode,INFO,081109 203537 157 INFO dfs.DataNode$DataXceiver: Receiving block blk_197214010584922120 src: /10.251.35.1:37089 dest: /10.251.35.1:50010
hdfs,hdfs_v1.zip/HDFS.log,1367,hdfs-datanode,INFO,081109 203537 157 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3253829104116368139 src: /10.251.202.209:39599 dest: /10.251.202.209:50010
hdfs,hdfs_v1.zip/HDFS.log,1368,hdfs-datanode,INFO,081109 203537 157 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3443869707407490925 src: /10.251.39.192:52676 dest: /10.251.39.192:50010
hdfs,hdfs_v1.zip/HDFS.log,1369,hdfs-datanode,INFO,081109 203537 157 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6035208985581955117 src: /10.251.109.209:39172 dest: /10.251.109.209:50010
hdfs,hdfs_v1.zip/HDFS.log,1370,hdfs-datanode,INFO,081109 203537 157 INFO dfs.DataNode$DataXceiver: Receiving block blk_7392010738495470190 src: /10.250.10.100:56882 dest: /10.250.10.100:50010
hdfs,hdfs_v1.zip/HDFS.log,1371,hdfs-datanode,INFO,081109 203537 157 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7689031213313245416 src: /10.251.105.189:37196 dest: /10.251.105.189:50010
hdfs,hdfs_v1.zip/HDFS.log,1372,hdfs-datanode,INFO,081109 203537 157 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8694359045337946818 src: /10.251.67.4:57670 dest: /10.251.67.4:50010
hdfs,hdfs_v1.zip/HDFS.log,1373,hdfs-datanode,INFO,081109 203537 158 INFO dfs.DataNode$DataXceiver: Receiving block blk_3773669678166680940 src: /10.251.67.4:57674 dest: /10.251.67.4:50010
hdfs,hdfs_v1.zip/HDFS.log,1374,hdfs-datanode,INFO,081109 203537 158 INFO dfs.DataNode$DataXceiver: Receiving block blk_6420476111425645508 src: /10.251.90.239:60213 dest: /10.251.90.239:50010
hdfs,hdfs_v1.zip/HDFS.log,1375,hdfs-datanode,INFO,081109 203537 158 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7686748181966193443 src: /10.250.9.207:51682 dest: /10.250.9.207:50010
hdfs,hdfs_v1.zip/HDFS.log,1376,hdfs-datanode,INFO,081109 203537 158 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7689031213313245416 src: /10.251.31.5:36659 dest: /10.251.31.5:50010
hdfs,hdfs_v1.zip/HDFS.log,1377,hdfs-datanode,INFO,081109 203537 158 INFO dfs.DataNode$DataXceiver: Receiving block blk_841265344082922041 src: /10.251.111.37:46031 dest: /10.251.111.37:50010
hdfs,hdfs_v1.zip/HDFS.log,1378,hdfs-datanode,INFO,081109 203537 159 INFO dfs.DataNode$DataXceiver: Receiving block blk_2657254091763574664 src: /10.251.39.144:33808 dest: /10.251.39.144:50010
hdfs,hdfs_v1.zip/HDFS.log,1379,hdfs-datanode,INFO,081109 203537 159 INFO dfs.DataNode$DataXceiver: Receiving block blk_3972287319691001044 src: /10.251.214.130:33767 dest: /10.251.214.130:50010
hdfs,hdfs_v1.zip/HDFS.log,1380,hdfs-datanode,INFO,081109 203537 159 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6714222090039882252 src: /10.251.38.214:35777 dest: /10.251.38.214:50010
hdfs,hdfs_v1.zip/HDFS.log,1381,hdfs-datanode,INFO,081109 203537 159 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8162512552777886199 src: /10.250.11.53:40155 dest: /10.250.11.53:50010
hdfs,hdfs_v1.zip/HDFS.log,1382,hdfs-datanode,INFO,081109 203537 159 INFO dfs.DataNode$DataXceiver: Receiving block blk_841265344082922041 src: /10.251.111.37:52101 dest: /10.251.111.37:50010
hdfs,hdfs_v1.zip/HDFS.log,1383,hdfs-datanode,INFO,081109 203537 160 INFO dfs.DataNode$DataXceiver: Receiving block blk_3433546525085724680 src: /10.251.199.159:54681 dest: /10.251.199.159:50010
hdfs,hdfs_v1.zip/HDFS.log,1384,hdfs-datanode,INFO,081109 203537 160 INFO dfs.DataNode$DataXceiver: Receiving block blk_6578809109018330119 src: /10.251.107.227:58285 dest: /10.251.107.227:50010
hdfs,hdfs_v1.zip/HDFS.log,1385,hdfs-datanode,INFO,081109 203537 161 INFO dfs.DataNode$DataXceiver: Receiving block blk_1325332921567711382 src: /10.251.75.228:48090 dest: /10.251.75.228:50010
hdfs,hdfs_v1.zip/HDFS.log,1386,hdfs-datanode,INFO,081109 203537 165 INFO dfs.DataNode$DataXceiver: Receiving block blk_2329219899967276279 src: /10.250.10.176:39932 dest: /10.250.10.176:50010
hdfs,hdfs_v1.zip/HDFS.log,1387,hdfs-datanode,INFO,081109 203537 168 INFO dfs.DataNode$DataXceiver: Receiving block blk_3488190436389958215 src: /10.251.111.228:56290 dest: /10.251.111.228:50010
hdfs,hdfs_v1.zip/HDFS.log,1388,hdfs-datanode,INFO,081109 203537 169 INFO dfs.DataNode$DataXceiver: 10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.250.7.96
hdfs,hdfs_v1.zip/HDFS.log,1389,hdfs-datanode,INFO,081109 203537 170 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7689031213313245416 src: /10.251.105.189:37516 dest: /10.251.105.189:50010
hdfs,hdfs_v1.zip/HDFS.log,1390,hdfs-datanode,INFO,081109 203537 171 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.194.102
hdfs,hdfs_v1.zip/HDFS.log,1391,hdfs-datanode,INFO,081109 203537 185 INFO dfs.DataNode$DataXceiver: 10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.91.32
hdfs,hdfs_v1.zip/HDFS.log,1392,hdfs-namenode,INFO,081109 203537 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000104_0/part-00104. blk_7132759917805418067
hdfs,hdfs_v1.zip/HDFS.log,1393,hdfs-namenode,INFO,081109 203537 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000108_0/part-00108. blk_-3520428728308625709
hdfs,hdfs_v1.zip/HDFS.log,1394,hdfs-namenode,INFO,081109 203537 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000147_0/part-00147. blk_-568941302732430172
hdfs,hdfs_v1.zip/HDFS.log,1395,hdfs-namenode,INFO,081109 203537 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000175_0/part-00175. blk_3091099087150179177
hdfs,hdfs_v1.zip/HDFS.log,1396,hdfs-namenode,INFO,081109 203537 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000342_0/part-00342. blk_4623571410782847630
hdfs,hdfs_v1.zip/HDFS.log,1397,hdfs-namenode,INFO,081109 203537 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000316_0/part-00316. blk_7392010738495470190
hdfs,hdfs_v1.zip/HDFS.log,1398,hdfs-namenode,INFO,081109 203537 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000325_0/part-00325. blk_613065710451569222
hdfs,hdfs_v1.zip/HDFS.log,1399,hdfs-namenode,INFO,081109 203537 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000335_0/part-00335. blk_-1121030458003600251
hdfs,hdfs_v1.zip/HDFS.log,1400,hdfs-namenode,INFO,081109 203537 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000336_0/part-00336. blk_2657254091763574664
hdfs,hdfs_v1.zip/HDFS.log,1401,hdfs-namenode,INFO,081109 203537 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000190_0/part-00190. blk_7573381576932599374
hdfs,hdfs_v1.zip/HDFS.log,1402,hdfs-namenode,INFO,081109 203537 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000340_0/part-00340. blk_2404342940449629715
hdfs,hdfs_v1.zip/HDFS.log,1403,hdfs-namenode,INFO,081109 203537 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000150_0/part-00150. blk_-67977319704233769
hdfs,hdfs_v1.zip/HDFS.log,1404,hdfs-namenode,INFO,081109 203537 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000161_0/part-00161. blk_-3238412011236244640
hdfs,hdfs_v1.zip/HDFS.log,1405,hdfs-namenode,INFO,081109 203537 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000186_0/part-00186. blk_197214010584922120
hdfs,hdfs_v1.zip/HDFS.log,1406,hdfs-namenode,INFO,081109 203537 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000322_0/part-00322. blk_3773669678166680940
hdfs,hdfs_v1.zip/HDFS.log,1407,hdfs-namenode,INFO,081109 203537 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000156_0/part-00156. blk_24847521761041757
hdfs,hdfs_v1.zip/HDFS.log,1408,hdfs-namenode,INFO,081109 203537 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000309_0/part-00309. blk_3488190436389958215
hdfs,hdfs_v1.zip/HDFS.log,1409,hdfs-namenode,INFO,081109 203537 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000313_0/part-00313. blk_-5170072115129389871
hdfs,hdfs_v1.zip/HDFS.log,1410,hdfs-namenode,INFO,081109 203537 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000327_0/part-00327. blk_-7689031213313245416
hdfs,hdfs_v1.zip/HDFS.log,1411,hdfs-namenode,INFO,081109 203537 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000329_0/part-00329. blk_-7130787197300034964
hdfs,hdfs_v1.zip/HDFS.log,1412,hdfs-namenode,INFO,081109 203537 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000157_0/part-00157. blk_8055148678985254863
hdfs,hdfs_v1.zip/HDFS.log,1413,hdfs-namenode,INFO,081109 203537 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000296_0/part-00296. blk_841265344082922041
hdfs,hdfs_v1.zip/HDFS.log,1414,hdfs-namenode,INFO,081109 203537 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000319_0/part-00319. blk_-3443869707407490925
hdfs,hdfs_v1.zip/HDFS.log,1415,hdfs-namenode,INFO,081109 203537 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000321_0/part-00321. blk_-6827329558602881823
hdfs,hdfs_v1.zip/HDFS.log,1416,hdfs-namenode,INFO,081109 203537 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000333_0/part-00333. blk_-6852866038059123001
hdfs,hdfs_v1.zip/HDFS.log,1417,hdfs-namenode,INFO,081109 203537 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000337_0/part-00337. blk_6420476111425645508
hdfs,hdfs_v1.zip/HDFS.log,1418,hdfs-namenode,INFO,081109 203537 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000096_0/part-00096. blk_6578809109018330119
hdfs,hdfs_v1.zip/HDFS.log,1419,hdfs-namenode,INFO,081109 203537 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000326_0/part-00326. blk_-3253829104116368139
hdfs,hdfs_v1.zip/HDFS.log,1420,hdfs-namenode,INFO,081109 203537 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000212_0/part-00212. blk_-5414183895914433338
hdfs,hdfs_v1.zip/HDFS.log,1421,hdfs-namenode,INFO,081109 203537 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000052_0/part-00052. blk_-8694359045337946818
hdfs,hdfs_v1.zip/HDFS.log,1422,hdfs-namenode,INFO,081109 203537 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000165_0/part-00165. blk_6986538622634403948
hdfs,hdfs_v1.zip/HDFS.log,1423,hdfs-namenode,INFO,081109 203537 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000324_0/part-00324. blk_6678472565712118087
hdfs,hdfs_v1.zip/HDFS.log,1424,hdfs-namenode,INFO,081109 203537 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000328_0/part-00328. blk_1185079144408607775
hdfs,hdfs_v1.zip/HDFS.log,1425,hdfs-namenode,INFO,081109 203537 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000334_0/part-00334. blk_-6035208985581955117
hdfs,hdfs_v1.zip/HDFS.log,1426,hdfs-datanode,INFO,081109 203538 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5358363415355511925 src: /10.250.7.32:32790 dest: /10.250.7.32:50010
hdfs,hdfs_v1.zip/HDFS.log,1427,hdfs-datanode,INFO,081109 203538 150 INFO dfs.DataNode$DataXceiver: Receiving block blk_5274692881287326658 src: /10.250.7.32:32794 dest: /10.250.7.32:50010
hdfs,hdfs_v1.zip/HDFS.log,1428,hdfs-datanode,INFO,081109 203538 151 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2573988170548478524 src: /10.251.71.68:50079 dest: /10.251.71.68:50010
hdfs,hdfs_v1.zip/HDFS.log,1429,hdfs-datanode,INFO,081109 203538 151 INFO dfs.DataNode$DataXceiver: Receiving block blk_3488190436389958215 src: /10.251.126.83:48998 dest: /10.251.126.83:50010
hdfs,hdfs_v1.zip/HDFS.log,1430,hdfs-datanode,INFO,081109 203538 151 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5175722170941249815 src: /10.251.126.22:34187 dest: /10.251.126.22:50010
hdfs,hdfs_v1.zip/HDFS.log,1431,hdfs-datanode,INFO,081109 203538 152 INFO dfs.DataNode$DataXceiver: Receiving block blk_2646137657036117634 src: /10.251.123.33:38646 dest: /10.251.123.33:50010
hdfs,hdfs_v1.zip/HDFS.log,1432,hdfs-datanode,INFO,081109 203538 152 INFO dfs.DataNode$DataXceiver: Receiving block blk_2646137657036117634 src: /10.251.215.50:60185 dest: /10.251.215.50:50010
hdfs,hdfs_v1.zip/HDFS.log,1433,hdfs-datanode,INFO,081109 203538 152 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3520428728308625709 src: /10.251.127.191:54434 dest: /10.251.127.191:50010
hdfs,hdfs_v1.zip/HDFS.log,1434,hdfs-datanode,INFO,081109 203538 153 INFO dfs.DataNode$DataXceiver: Receiving block blk_-1187723472581877455 src: /10.251.67.225:37336 dest: /10.251.67.225:50010
hdfs,hdfs_v1.zip/HDFS.log,1435,hdfs-datanode,INFO,081109 203538 153 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2573988170548478524 src: /10.250.6.191:35799 dest: /10.250.6.191:50010
hdfs,hdfs_v1.zip/HDFS.log,1436,hdfs-datanode,INFO,081109 203538 153 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3443869707407490925 src: /10.251.125.193:57688 dest: /10.251.125.193:50010
hdfs,hdfs_v1.zip/HDFS.log,1437,hdfs-datanode,INFO,081109 203538 153 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6232712486646639079 src: /10.250.13.188:48450 dest: /10.250.13.188:50010
hdfs,hdfs_v1.zip/HDFS.log,1438,hdfs-datanode,INFO,081109 203538 153 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7185891569842971867 src: /10.251.199.150:48392 dest: /10.251.199.150:50010
hdfs,hdfs_v1.zip/HDFS.log,1439,hdfs-datanode,INFO,081109 203538 153 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7232800529359257484 src: /10.251.123.33:38650 dest: /10.251.123.33:50010
hdfs,hdfs_v1.zip/HDFS.log,1440,hdfs-datanode,INFO,081109 203538 154 INFO dfs.DataNode$DataXceiver: Receiving block blk_2391384234620089834 src: /10.250.17.177:59244 dest: /10.250.17.177:50010
hdfs,hdfs_v1.zip/HDFS.log,1441,hdfs-datanode,INFO,081109 203538 154 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2573988170548478524 src: /10.251.71.68:59038 dest: /10.251.71.68:50010
hdfs,hdfs_v1.zip/HDFS.log,1442,hdfs-datanode,INFO,081109 203538 154 INFO dfs.DataNode$DataXceiver: Receiving block blk_2585807940696131461 src: /10.251.194.129:40809 dest: /10.251.194.129:50010
hdfs,hdfs_v1.zip/HDFS.log,1443,hdfs-datanode,INFO,081109 203538 154 INFO dfs.DataNode$DataXceiver: Receiving block blk_2585807940696131461 src: /10.251.39.209:49812 dest: /10.251.39.209:50010
hdfs,hdfs_v1.zip/HDFS.log,1444,hdfs-datanode,INFO,081109 203538 154 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3443869707407490925 src: /10.251.39.192:42109 dest: /10.251.39.192:50010
hdfs,hdfs_v1.zip/HDFS.log,1445,hdfs-datanode,INFO,081109 203538 154 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3520428728308625709 src: /10.251.107.196:42471 dest: /10.251.107.196:50010
hdfs,hdfs_v1.zip/HDFS.log,1446,hdfs-datanode,INFO,081109 203538 154 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5493359978973542887 src: /10.251.107.196:58611 dest: /10.251.107.196:50010
hdfs,hdfs_v1.zip/HDFS.log,1447,hdfs-datanode,INFO,081109 203538 154 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7486457612086258197 src: /10.250.10.223:48913 dest: /10.250.10.223:50010
hdfs,hdfs_v1.zip/HDFS.log,1448,hdfs-datanode,INFO,081109 203538 154 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7486457612086258197 src: /10.250.10.223:52568 dest: /10.250.10.223:50010
hdfs,hdfs_v1.zip/HDFS.log,1449,hdfs-datanode,INFO,081109 203538 155 INFO dfs.DataNode$DataXceiver: Receiving block blk_1732876454483854279 src: /10.251.27.63:57843 dest: /10.251.27.63:50010
hdfs,hdfs_v1.zip/HDFS.log,1450,hdfs-datanode,INFO,081109 203538 155 INFO dfs.DataNode$DataXceiver: Receiving block blk_3294295097158489623 src: /10.250.10.223:52569 dest: /10.250.10.223:50010
hdfs,hdfs_v1.zip/HDFS.log,1451,hdfs-datanode,INFO,081109 203538 155 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6035208985581955117 src: /10.251.42.9:48710 dest: /10.251.42.9:50010
hdfs,hdfs_v1.zip/HDFS.log,1452,hdfs-datanode,INFO,081109 203538 155 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6511728007995801856 src: /10.251.123.195:43563 dest: /10.251.123.195:50010
hdfs,hdfs_v1.zip/HDFS.log,1453,hdfs-datanode,INFO,081109 203538 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_3488190436389958215 src: /10.251.111.228:33572 dest: /10.251.111.228:50010
hdfs,hdfs_v1.zip/HDFS.log,1454,hdfs-datanode,INFO,081109 203538 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_6578809109018330119 src: /10.250.6.214:46530 dest: /10.250.6.214:50010
hdfs,hdfs_v1.zip/HDFS.log,1455,hdfs-datanode,INFO,081109 203538 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_7392010738495470190 src: /10.251.37.240:57367 dest: /10.251.37.240:50010
hdfs,hdfs_v1.zip/HDFS.log,1456,hdfs-datanode,INFO,081109 203538 156 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8091841062813936618 src: /10.251.203.80:57027 dest: /10.251.203.80:50010
hdfs,hdfs_v1.zip/HDFS.log,1457,hdfs-datanode,INFO,081109 203538 157 INFO dfs.DataNode$DataXceiver: Receiving block blk_2585807940696131461 src: /10.251.39.209:40132 dest: /10.251.39.209:50010
hdfs,hdfs_v1.zip/HDFS.log,1458,hdfs-datanode,INFO,081109 203538 157 INFO dfs.DataNode$DataXceiver: Receiving block blk_2657254091763574664 src: /10.251.71.97:43548 dest: /10.251.71.97:50010
hdfs,hdfs_v1.zip/HDFS.log,1459,hdfs-datanode,INFO,081109 203538 157 INFO dfs.DataNode$DataXceiver: Receiving block blk_3953559589275347835 src: /10.250.10.144:60344 dest: /10.250.10.144:50010
hdfs,hdfs_v1.zip/HDFS.log,1460,hdfs-datanode,INFO,081109 203538 157 INFO dfs.DataNode$DataXceiver: Receiving block blk_4031055865781150544 src: /10.251.125.193:44349 dest: /10.251.125.193:50010
hdfs,hdfs_v1.zip/HDFS.log,1461,hdfs-datanode,INFO,081109 203538 157 INFO dfs.DataNode$DataXceiver: Receiving block blk_6288745377407023095 src: /10.251.110.8:40123 dest: /10.251.110.8:50010
hdfs,hdfs_v1.zip/HDFS.log,1462,hdfs-datanode,INFO,081109 203538 158 INFO dfs.DataNode$DataXceiver: Receiving block blk_2646137657036117634 src: /10.251.123.33:54227 dest: /10.251.123.33:50010
hdfs,hdfs_v1.zip/HDFS.log,1463,hdfs-datanode,INFO,081109 203538 158 INFO dfs.DataNode$DataXceiver: Receiving block blk_3773669678166680940 src: /10.251.67.4:54958 dest: /10.251.67.4:50010
hdfs,hdfs_v1.zip/HDFS.log,1464,hdfs-datanode,INFO,081109 203538 158 INFO dfs.DataNode$DataXceiver: Receiving block blk_-463158400553007438 src: /10.251.202.209:39603 dest: /10.251.202.209:50010
hdfs,hdfs_v1.zip/HDFS.log,1465,hdfs-datanode,INFO,081109 203538 158 INFO dfs.DataNode$DataXceiver: Receiving block blk_5479015932651254774 src: /10.250.15.101:54055 dest: /10.250.15.101:50010
hdfs,hdfs_v1.zip/HDFS.log,1466,hdfs-datanode,INFO,081109 203538 158 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6586753944835843334 src: /10.251.38.53:56584 dest: /10.251.38.53:50010
hdfs,hdfs_v1.zip/HDFS.log,1467,hdfs-datanode,INFO,081109 203538 159 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5175722170941249815 src: /10.251.126.22:58700 dest: /10.251.126.22:50010
hdfs,hdfs_v1.zip/HDFS.log,1468,hdfs-datanode,INFO,081109 203538 159 INFO dfs.DataNode$DataXceiver: Receiving block blk_5614249702379360530 src: /10.250.7.146:41271 dest: /10.250.7.146:50010
