incident_id,dataset,service,severity,alert,logs,metrics,root_cause,resolution,mttr_minutes_baseline,source
RAW-INC-0655,bgl,bgl-kernel,P1,Operational event,- 1117838701 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.01.472696 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",56,public_raw_logs
RAW-INC-0656,bgl,bgl-kernel,P1,Operational event,- 1117838701 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.01.633921 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",81,public_raw_logs
RAW-INC-0657,bgl,bgl-kernel,P1,Operational event,- 1117838701 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.01.784665 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",63,public_raw_logs
RAW-INC-0658,bgl,bgl-kernel,P1,Operational event,- 1117838701 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.01.935708 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",70,public_raw_logs
RAW-INC-0659,bgl,bgl-kernel,P1,Operational event,- 1117838702 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.02.089700 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",79,public_raw_logs
RAW-INC-0660,bgl,bgl-kernel,P1,Operational event,- 1117838702 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.02.242000 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",72,public_raw_logs
RAW-INC-0661,bgl,bgl-kernel,P1,Operational event,- 1117838702 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.02.390453 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",73,public_raw_logs
RAW-INC-0662,bgl,bgl-kernel,P1,Operational event,- 1117838702 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.02.526987 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",73,public_raw_logs
RAW-INC-0663,bgl,bgl-kernel,P1,Operational event,- 1117838702 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.02.692620 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",63,public_raw_logs
RAW-INC-0664,bgl,bgl-kernel,P1,Operational event,- 1117838702 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.02.841866 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",78,public_raw_logs
RAW-INC-0665,bgl,bgl-kernel,P1,Operational event,- 1117838702 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.02.981210 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",71,public_raw_logs
RAW-INC-0666,bgl,bgl-kernel,P1,Operational event,- 1117838703 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.03.145256 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",56,public_raw_logs
RAW-INC-0667,bgl,bgl-kernel,P1,Operational event,- 1117838703 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.03.294326 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",77,public_raw_logs
RAW-INC-0668,bgl,bgl-kernel,P1,Operational event,- 1117838703 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.03.440806 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",57,public_raw_logs
RAW-INC-0669,bgl,bgl-kernel,P1,Operational event,- 1117838703 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.03.581325 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",55,public_raw_logs
RAW-INC-0670,bgl,bgl-kernel,P1,Operational event,- 1117838703 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.03.722553 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",90,public_raw_logs
RAW-INC-0671,bgl,bgl-kernel,P1,Operational event,- 1117838703 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.03.873959 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",78,public_raw_logs
RAW-INC-0672,bgl,bgl-kernel,P1,Operational event,- 1117838704 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.04.007681 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",53,public_raw_logs
RAW-INC-0673,bgl,bgl-kernel,P1,Operational event,- 1117838704 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.04.168742 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",58,public_raw_logs
RAW-INC-0674,bgl,bgl-kernel,P1,Operational event,- 1117838704 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.04.316778 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",90,public_raw_logs
RAW-INC-0675,bgl,bgl-kernel,P1,Operational event,- 1117838704 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.04.458774 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",70,public_raw_logs
RAW-INC-0676,bgl,bgl-kernel,P1,Operational event,- 1117838704 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.04.601982 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",45,public_raw_logs
RAW-INC-0677,bgl,bgl-kernel,P1,Operational event,- 1117838704 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.04.747644 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",82,public_raw_logs
RAW-INC-0678,bgl,bgl-kernel,P1,Operational event,- 1117838704 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.04.911916 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",74,public_raw_logs
RAW-INC-0679,bgl,bgl-kernel,P1,Operational event,- 1117838705 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.05.045439 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",46,public_raw_logs
RAW-INC-0680,bgl,bgl-kernel,P1,Operational event,- 1117838705 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.05.205360 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",73,public_raw_logs
RAW-INC-0681,bgl,bgl-kernel,P1,Operational event,- 1117838705 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.05.351332 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",71,public_raw_logs
RAW-INC-0682,bgl,bgl-kernel,P1,Operational event,- 1117838705 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.05.495451 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",47,public_raw_logs
RAW-INC-0683,bgl,bgl-kernel,P1,Operational event,- 1117838705 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.05.664504 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",84,public_raw_logs
RAW-INC-0684,bgl,bgl-kernel,P1,Operational event,- 1117838705 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.05.814438 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",80,public_raw_logs
RAW-INC-0685,bgl,bgl-kernel,P1,Operational event,- 1117838705 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.05.966850 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",68,public_raw_logs
RAW-INC-0686,bgl,bgl-kernel,P1,Operational event,- 1117838706 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.06.103490 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",87,public_raw_logs
RAW-INC-0687,bgl,bgl-kernel,P1,Operational event,- 1117838706 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.06.256012 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",75,public_raw_logs
RAW-INC-0688,bgl,bgl-kernel,P1,Operational event,- 1117838706 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.06.409438 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",73,public_raw_logs
RAW-INC-0689,bgl,bgl-kernel,P1,Operational event,- 1117838706 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.06.541527 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",81,public_raw_logs
RAW-INC-0690,bgl,bgl-kernel,P1,Operational event,- 1117838706 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.06.691626 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",55,public_raw_logs
RAW-INC-0691,bgl,bgl-kernel,P1,Operational event,- 1117838706 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.06.837214 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",48,public_raw_logs
RAW-INC-0692,bgl,bgl-kernel,P1,Operational event,- 1117838706 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.06.980220 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",82,public_raw_logs
RAW-INC-0693,bgl,bgl-kernel,P1,Operational event,- 1117838707 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.07.118021 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",57,public_raw_logs
RAW-INC-0694,bgl,bgl-kernel,P1,Operational event,- 1117838707 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.07.283759 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",62,public_raw_logs
RAW-INC-0695,bgl,bgl-kernel,P1,Operational event,- 1117838707 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.07.430047 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",82,public_raw_logs
RAW-INC-0696,bgl,bgl-kernel,P1,Operational event,- 1117838707 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.07.569724 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",78,public_raw_logs
RAW-INC-0697,bgl,bgl-kernel,P1,Operational event,- 1117838707 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.07.729413 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",71,public_raw_logs
RAW-INC-0698,bgl,bgl-kernel,P1,Operational event,- 1117838707 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.07.876331 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",57,public_raw_logs
RAW-INC-0699,bgl,bgl-kernel,P1,Operational event,- 1117838708 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.08.018052 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",67,public_raw_logs
RAW-INC-0700,bgl,bgl-kernel,P1,Operational event,- 1117838708 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.08.155574 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",78,public_raw_logs
RAW-INC-0701,bgl,bgl-kernel,P1,Operational event,- 1117838708 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.08.297266 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",50,public_raw_logs
RAW-INC-0702,bgl,bgl-kernel,P1,Operational event,- 1117838708 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.08.447701 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",59,public_raw_logs
RAW-INC-0703,bgl,bgl-kernel,P1,Operational event,- 1117838708 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.08.586970 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",51,public_raw_logs
RAW-INC-0704,bgl,bgl-kernel,P1,Operational event,- 1117838708 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.08.739258 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",50,public_raw_logs
RAW-INC-0705,bgl,bgl-kernel,P1,Operational event,- 1117838708 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.08.889668 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",90,public_raw_logs
RAW-INC-0706,bgl,bgl-kernel,P1,Operational event,- 1117838709 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.09.031960 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",54,public_raw_logs
RAW-INC-0707,bgl,bgl-kernel,P1,Operational event,- 1117838709 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.09.166653 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",77,public_raw_logs
RAW-INC-0708,bgl,bgl-kernel,P1,Operational event,- 1117838709 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.09.313417 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",73,public_raw_logs
RAW-INC-0709,bgl,bgl-kernel,P1,Operational event,- 1117838709 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.09.462190 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",51,public_raw_logs
RAW-INC-0710,bgl,bgl-kernel,P1,Operational event,- 1117838709 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.09.604345 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",47,public_raw_logs
RAW-INC-0711,bgl,bgl-kernel,P1,Operational event,- 1117838709 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.09.764282 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",66,public_raw_logs
RAW-INC-0712,bgl,bgl-kernel,P1,Operational event,- 1117838709 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.09.913860 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",81,public_raw_logs
RAW-INC-0713,bgl,bgl-kernel,P1,Operational event,- 1117838710 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.10.056653 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",86,public_raw_logs
RAW-INC-0714,bgl,bgl-kernel,P1,Operational event,- 1117838710 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.10.203312 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",84,public_raw_logs
RAW-INC-0715,bgl,bgl-kernel,P1,Operational event,- 1117838710 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.10.357068 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",52,public_raw_logs
RAW-INC-0716,bgl,bgl-kernel,P1,Operational event,- 1117838710 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.10.524463 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",83,public_raw_logs
RAW-INC-0717,bgl,bgl-kernel,P1,Operational event,- 1117838710 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.10.658560 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",56,public_raw_logs
RAW-INC-0718,bgl,bgl-kernel,P1,Operational event,- 1117838710 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.10.840990 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",86,public_raw_logs
RAW-INC-0719,bgl,bgl-kernel,P1,Operational event,- 1117838710 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.10.991909 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",69,public_raw_logs
RAW-INC-0720,bgl,bgl-kernel,P1,Operational event,- 1117838711 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.11.133111 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"cpu=85%, memory=70%",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",50,public_raw_logs
RAW-INC-0721,bgl,bgl-kernel,P1,Operational event,- 1117838711 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.11.295202 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",71,public_raw_logs
RAW-INC-0722,bgl,bgl-kernel,P1,Operational event,- 1117838711 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.11.442114 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",60,public_raw_logs
RAW-INC-0723,bgl,bgl-kernel,P1,Operational event,- 1117838711 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.11.590545 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",69,public_raw_logs
RAW-INC-0724,bgl,bgl-kernel,P1,Operational event,- 1117838711 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.11.741509 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",73,public_raw_logs
RAW-INC-0725,bgl,bgl-kernel,P1,Operational event,- 1117838711 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.11.883987 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",46,public_raw_logs
RAW-INC-0726,bgl,bgl-kernel,P1,Operational event,- 1117838712 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.12.034909 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,"replication_factor=1,target=3",No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",48,public_raw_logs
RAW-INC-0727,bgl,bgl-kernel,P1,Operational event,- 1117838712 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.12.171252 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",79,public_raw_logs
RAW-INC-0728,bgl,bgl-kernel,P1,Operational event,- 1117838712 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.12.335682 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",57,public_raw_logs
RAW-INC-0729,bgl,bgl-kernel,P1,Operational event,- 1117838712 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.12.486233 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",59,public_raw_logs
RAW-INC-0730,bgl,bgl-kernel,P1,Operational event,- 1117838712 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.12.632578 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",53,public_raw_logs
RAW-INC-0731,bgl,bgl-kernel,P1,Operational event,- 1117838712 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.12.796791 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",61,public_raw_logs
RAW-INC-0732,bgl,bgl-kernel,P1,Operational event,- 1117838712 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.12.941152 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,node_health=degraded,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",76,public_raw_logs
RAW-INC-0733,bgl,bgl-kernel,P1,Operational event,- 1117838713 2005.06.03 R02-M1-N0-C:J12-U11 2005-06-03-15.45.13.108556 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,latency_p95=2200ms,No strong failure pattern detected,"Monitor logs, correlate with related alerts, and escalate if repeated.",85,public_raw_logs
